Home_Goals,Away_Goals,Home_Pos,Away_Pos,Home_Shots,Away_Shots,Home_Shots_On,Away_Shots_On,Home_Fouls,Away_Fouls,Home_Off,Away_Off,Home_Corners,Away_Corners
3,3,53,47,11,14,4,9,9,11,3,1,7,8
2,2,50,50,11,19,3,6,19,8,0,5,4,6
2,3,63,37,19,11,6,4,9,12,4,0,6,3
0,3,40,60,5,18,2,8,10,10,5,1,4,4
1,0,52,48,14,12,3,1,8,11,6,0,6,4
3,1,44,56,9,17,5,7,9,11,0,2,1,11
0,0,58,42,12,11,2,7,13,13,2,2,8,2
0,3,56,44,11,13,2,6,12,13,0,0,6,4
1,4,59,41,13,15,3,9,12,17,3,3,8,7
0,4,44,56,6,21,2,7,5,10,2,4,2,3
1,2,43,57,12,8,5,3,14,7,1,1,6,3
1,0,71,29,23,10,5,2,13,9,1,2,7,5
1,0,54,46,24,6,8,2,8,16,3,2,8,4
3,1,51,49,12,8,7,3,12,12,1,0,6,3
4,1,53,47,20,7,11,2,13,20,4,2,5,1
0,3,55,45,17,14,0,7,12,13,0,1,7,9
2,0,75,25,25,7,8,4,5,10,3,1,10,2
0,0,70,30,14,6,5,1,16,6,1,4,5,7
0,1,55,45,16,7,4,4,10,11,2,3,4,1
1,4,53,47,11,16,4,11,13,9,3,1,9,9
1,0,56,44,9,14,2,7,14,12,2,0,4,9
2,1,54,46,14,7,4,2,14,18,3,0,4,6
0,0,30,70,6,22,0,3,9,9,4,0,1,7
1,3,36,64,7,12,2,5,11,4,2,10,1,3
0,4,21,79,7,23,3,10,12,6,2,1,2,5
1,0,51,49,10,14,2,7,6,14,4,2,6,4
1,1,33,67,6,11,3,6,12,10,4,1,4,5
2,2,45,55,24,11,8,5,14,14,5,3,6,3
2,0,58,42,19,7,6,2,6,10,1,5,8,1
1,0,31,69,5,19,2,2,10,10,3,2,4,3
1,1,79,21,23,3,3,2,8,11,1,0,12,1
2,3,38,62,10,13,4,5,10,8,1,2,6,5
1,2,35,65,8,14,5,7,16,10,4,0,2,8
5,1,71,29,20,4,11,3,12,9,7,2,12,6
1,0,49,51,8,11,5,2,10,12,6,3,3,5
1,0,54,46,18,7,3,1,8,18,1,2,6,3
1,0,52,48,16,14,3,4,3,11,1,6,10,7
0,0,51,49,20,10,6,2,11,10,3,1,3,7
2,0,47,53,6,5,4,3,12,9,1,0,2,5
1,5,43,57,6,12,2,6,8,7,0,2,2,2
1,3,75,25,33,8,16,4,11,10,4,0,12,1
3,1,66,34,23,8,9,2,8,13,2,1,11,4
1,1,48,52,16,15,5,4,6,12,0,6,5,4
2,1,44,56,10,10,3,3,12,10,3,0,2,6
1,1,50,50,6,8,2,2,16,8,1,10,7,2
2,1,77,23,24,7,8,4,5,7,2,4,10,4
0,3,40,60,10,14,1,7,8,10,4,2,5,10
2,1,74,26,26,7,12,2,12,11,1,1,6,5
1,0,61,39,21,2,10,0,10,7,0,0,15,1
4,0,44,56,8,7,5,3,16,6,2,1,2,6
2,2,48,52,8,14,4,4,13,12,0,2,1,6
1,2,62,38,11,10,2,4,9,11,0,1,4,6
0,0,53,47,10,10,4,4,13,8,5,0,10,5
5,0,70,30,21,7,7,2,10,12,2,3,7,2
2,4,59,41,12,15,3,7,12,10,0,0,5,5
2,1,37,63,7,18,4,6,7,10,2,1,4,9
0,1,36,64,8,18,2,2,8,14,4,3,5,5
0,0,48,52,10,9,1,5,18,6,3,1,4,5
1,0,58,42,15,8,4,2,9,9,2,1,5,0
1,1,53,47,16,11,4,3,10,7,0,5,7,8
4,1,67,33,17,5,5,2,6,13,0,0,7,2
1,1,49,51,8,7,4,2,9,12,0,1,5,5
1,2,20,80,4,14,0,5,10,10,3,3,3,7
2,1,54,46,10,10,5,3,9,5,2,1,5,2
0,3,52,48,12,12,2,4,8,13,4,1,6,3
1,1,72,28,25,5,5,2,10,13,2,6,8,0
0,4,39,61,7,11,2,7,13,12,3,1,3,4
2,2,69,31,16,8,7,5,9,26,1,1,9,4
4,0,31,69,9,19,5,3,13,10,1,0,8,11
0,2,25,75,2,12,0,4,8,10,3,1,1,7
4,1,65,35,16,12,7,5,10,9,1,1,11,4
3,0,61,39,21,5,8,0,15,9,2,2,10,2
2,2,54,46,9,13,3,6,13,5,3,1,6,7
2,0,39,61,17,14,7,1,12,12,3,1,8,6
2,0,42,58,14,14,5,4,11,16,8,1,7,4
2,0,58,42,17,10,7,6,13,10,0,3,3,1
3,1,58,42,9,6,5,3,15,15,3,3,5,5
0,1,48,52,16,16,4,6,11,12,5,1,11,9
0,1,56,44,12,5,2,2,13,12,1,2,8,7
0,1,63,37,13,5,3,1,4,4,2,1,9,1
1,0,68,32,12,11,2,3,6,7,3,4,10,9
2,2,47,53,11,14,7,4,12,8,0,5,4,10
1,4,48,52,6,15,1,7,9,13,5,1,2,3
1,0,54,46,18,10,8,2,16,20,0,0,4,7
3,2,38,62,9,11,5,3,14,12,5,1,2,5
1,0,50,50,7,9,3,3,8,15,4,4,3,5
0,1,42,58,7,18,1,5,5,5,0,5,5,5
2,0,40,60,9,15,3,2,6,10,4,1,3,10
3,0,73,27,16,1,8,0,10,8,0,1,9,2
2,3,22,78,7,15,4,5,10,7,5,1,1,2
1,0,47,53,12,12,5,5,9,10,4,1,5,3
1,1,52,48,7,6,2,1,9,10,0,1,2,7
0,1,70,30,15,6,0,2,10,9,4,2,8,1
2,1,73,27,17,4,5,2,9,9,2,1,5,2
1,0,45,55,11,13,3,4,12,14,2,1,6,3
2,2,56,44,20,6,9,2,18,15,3,1,11,2
2,5,32,68,9,30,3,14,14,14,2,1,0,7
1,2,52,48,11,7,3,3,17,10,4,1,8,3
0,3,65,35,16,7,2,5,5,13,3,1,10,3
3,0,77,23,15,6,10,0,10,6,1,2,4,5
1,0,55,45,7,10,3,0,12,14,0,1,3,5
1,2,56,44,19,11,4,6,6,9,0,3,7,6
4,1,36,64,14,12,6,7,2,8,1,2,3,5
2,1,22,78,5,9,3,3,10,12,2,3,4,7
4,2,52,48,14,16,8,5,13,16,6,3,6,6
1,0,66,34,20,7,6,2,10,8,2,1,8,3
2,1,46,54,11,9,2,6,8,10,1,0,2,5
1,0,73,27,18,5,6,1,9,7,3,1,9,5
2,1,43,57,14,15,5,5,7,6,1,6,5,8
1,1,47,53,12,13,3,6,12,10,5,1,7,1
2,0,40,60,7,7,3,2,12,16,1,0,5,3
0,0,62,38,19,6,5,1,7,13,3,1,7,3
2,2,62,38,12,19,2,5,11,12,1,0,3,8
7,2,79,21,20,5,11,1,5,8,2,1,5,0
1,1,57,43,11,5,3,1,13,6,1,1,4,1
1,1,62,38,20,8,5,6,11,14,2,1,7,4
2,0,65,35,25,9,11,1,7,8,2,3,6,5
0,1,63,37,25,5,4,2,14,7,1,1,9,3
4,0,59,41,18,6,7,1,6,9,2,1,6,5
0,0,61,39,19,8,4,1,6,10,1,3,7,5
1,1,32,68,8,17,5,2,11,6,1,2,1,5
0,1,38,62,4,17,2,6,8,13,8,0,4,8
2,1,29,71,17,21,6,3,11,10,1,3,5,6
1,0,43,57,9,6,4,1,15,13,1,0,2,1
0,4,40,60,6,14,1,7,7,4,4,2,4,7
2,2,35,65,9,15,4,3,12,11,1,1,7,6
2,1,51,49,12,8,3,4,12,11,3,1,4,6
0,4,44,56,13,7,2,4,5,14,0,1,5,0
5,0,72,28,25,5,9,0,6,7,0,1,8,2
0,0,52,48,4,9,2,2,9,14,5,3,3,4
2,3,43,57,12,23,7,6,13,14,4,1,3,6
0,1,61,39,14,9,4,4,12,9,3,2,8,4
1,0,49,51,7,17,3,5,6,8,1,0,2,8
2,3,49,51,10,15,4,5,10,20,6,5,4,3
1,2,51,49,10,8,3,4,9,16,0,3,6,4
2,0,69,31,16,7,6,3,8,17,0,0,7,4
0,0,51,49,13,11,4,2,11,15,4,2,5,1
2,1,62,38,15,9,3,2,5,12,1,1,6,4
1,1,71,29,35,5,9,4,7,9,1,5,12,2
4,0,49,51,16,7,7,3,15,14,2,3,4,1
1,1,60,40,15,10,3,1,6,6,3,1,8,4
0,6,33,67,7,28,1,10,8,6,2,0,3,11
0,1,46,54,14,13,3,4,14,13,0,1,5,5
2,1,42,58,14,13,3,4,13,11,2,1,7,5
0,0,75,25,26,4,8,0,11,9,0,0,11,1
0,0,37,63,6,9,1,1,15,7,3,2,2,3
3,0,58,42,17,7,9,2,14,10,4,0,10,3
1,2,40,60,8,16,2,6,11,8,1,3,2,9
1,0,35,65,4,23,2,4,7,14,8,1,3,13
2,0,43,57,19,10,3,2,11,14,0,1,10,3
5,0,66,34,13,7,10,3,10,9,5,2,8,3
2,2,37,63,10,18,5,8,10,10,1,4,5,11
0,1,62,38,10,16,4,8,11,15,1,0,8,5
0,3,51,49,12,15,1,6,14,14,4,3,7,3
0,2,53,47,9,12,1,3,8,11,2,1,7,4
3,1,49,51,12,12,6,3,9,4,1,1,2,6
4,0,49,51,18,8,10,0,6,9,3,5,4,3
0,0,42,58,8,16,0,2,7,18,0,5,3,11
1,1,67,33,28,13,5,3,9,9,1,6,10,7
2,0,57,43,18,7,7,0,12,7,0,0,6,3
2,0,69,31,22,11,7,4,8,7,2,3,9,3
1,2,30,70,9,19,3,8,13,14,0,3,2,5
0,0,45,55,16,6,6,3,10,10,0,3,5,4
1,1,43,57,10,16,2,2,10,9,2,0,10,4
0,2,53,47,16,7,3,3,9,6,0,3,1,1
3,0,37,63,17,8,8,3,17,11,0,2,7,5
1,0,23,77,11,18,4,6,6,11,4,3,2,9
2,0,45,55,14,5,4,2,8,10,1,2,6,2
1,2,68,32,18,9,6,2,14,21,0,0,14,4
1,0,72,28,23,4,13,1,12,13,2,4,4,2
1,1,65,35,19,7,6,2,7,9,0,3,7,1
0,4,41,59,5,17,0,8,12,11,1,0,3,5
1,0,53,47,7,13,3,5,13,10,4,5,7,3
3,0,48,52,12,9,5,0,9,16,1,0,5,9
0,2,56,44,6,19,2,7,6,14,1,7,8,5
0,1,68,32,20,8,0,1,11,11,1,3,6,5
1,0,29,71,16,9,6,2,15,3,2,0,8,2
2,3,62,38,19,10,6,5,16,11,2,1,8,5
0,3,57,43,14,9,4,6,7,19,0,2,12,9
4,3,70,30,27,6,10,3,9,12,5,3,9,4
4,0,60,40,16,5,7,2,12,6,0,0,5,4
3,1,66,34,12,7,5,0,9,8,4,2,7,1
4,1,50,50,19,16,5,4,7,14,2,1,2,5
1,1,54,46,17,18,4,5,5,12,8,0,7,6
1,1,33,67,13,7,1,3,11,14,1,0,7,5
1,1,50,50,4,18,1,5,4,19,2,2,4,4
3,0,45,55,15,10,8,2,7,11,1,1,4,11
2,2,54,46,20,6,6,4,11,9,1,4,7,4
5,1,38,62,19,18,10,5,7,6,1,1,3,8
2,1,47,53,7,20,4,8,8,12,6,2,4,10
2,2,57,43,14,5,3,2,16,10,3,3,7,2
3,2,31,69,14,9,4,8,11,9,6,1,3,3
3,1,41,59,31,9,8,5,4,12,2,1,12,4
0,1,33,67,8,15,2,2,11,10,0,1,1,6
0,0,46,54,2,9,0,3,8,13,1,1,0,5
1,2,70,30,20,10,6,2,8,15,1,4,10,2
2,1,58,42,17,12,4,3,8,18,1,3,4,3
1,4,52,48,25,13,7,6,11,8,3,2,13,3
2,0,66,34,19,14,5,3,10,15,2,1,8,8
1,1,69,31,12,12,4,4,5,8,1,3,5,3
3,2,65,35,18,7,6,2,14,10,1,3,8,4
2,1,56,44,12,16,5,2,4,8,1,1,3,5
1,0,49,51,10,9,4,3,11,12,0,1,4,8
1,1,70,30,21,14,6,3,16,10,1,0,6,5
3,1,48,52,18,11,9,3,12,13,1,0,4,7
4,2,40,60,14,6,7,5,12,9,3,0,9,2
1,0,69,31,14,12,3,3,8,7,3,2,7,3
1,1,54,46,11,14,3,5,13,13,1,1,2,8
2,2,47,53,13,16,5,5,9,20,3,0,7,8
0,0,30,70,12,20,3,7,10,8,5,4,7,7
0,0,57,43,19,9,7,5,7,9,0,0,10,7
3,2,41,59,20,3,6,2,6,18,1,2,6,2
2,2,67,33,13,6,4,3,8,17,3,1,5,4
2,4,42,58,16,17,7,7,8,9,0,4,6,11
4,0,53,47,11,14,6,2,8,8,1,2,9,4
4,0,38,62,18,9,9,1,15,10,3,1,4,6
4,2,56,44,18,12,6,7,8,13,5,3,5,1
1,1,66,34,18,16,2,3,8,13,1,1,9,7
1,0,66,34,13,7,4,1,9,10,4,0,14,3
1,1,72,28,21,7,6,3,7,13,2,2,10,5
1,2,51,49,18,19,5,6,9,9,2,3,5,4
0,3,52,48,11,11,4,8,12,15,5,1,11,3
1,1,49,51,7,17,2,4,8,14,0,3,3,10
0,3,64,36,19,8,7,3,7,11,3,5,14,0
0,4,51,49,12,23,2,6,12,12,0,1,5,3
0,1,57,43,17,11,4,4,11,17,1,0,9,3
3,3,39,61,19,11,7,6,11,8,2,1,7,4
1,2,41,59,6,12,1,3,13,11,2,1,3,8
1,1,42,58,13,12,4,7,13,10,3,3,7,6
0,2,45,55,15,16,1,7,9,9,2,1,1,7
3,0,47,53,16,5,8,1,10,10,3,3,2,7
3,1,51,49,20,5,6,3,8,7,2,1,11,2
1,0,52,48,13,13,7,4,13,10,3,2,10,4
2,1,62,38,13,13,4,2,10,7,3,1,8,8
2,2,67,33,18,12,6,5,12,19,2,5,4,5
1,0,54,46,10,7,2,1,15,6,2,3,5,5
3,2,43,57,13,13,6,5,6,11,4,3,6,5
1,0,46,54,11,10,4,2,12,13,2,2,7,8
2,2,47,53,12,12,5,3,6,16,5,1,5,5
1,1,42,58,15,18,7,5,11,11,0,1,12,9
4,0,69,31,19,7,12,3,7,10,1,3,8,3
0,2,54,46,8,11,2,3,7,10,1,3,7,5
1,0,54,46,10,12,1,2,9,10,3,0,4,6
3,0,63,37,17,2,8,0,11,6,3,5,4,5
0,1,56,44,13,8,4,3,9,13,0,0,10,7
3,2,49,51,16,17,5,8,10,13,3,2,3,5
0,1,54,46,26,5,3,4,9,12,2,1,11,5
0,1,50,50,10,7,0,1,8,13,4,2,4,3
1,2,52,48,9,9,4,6,10,14,2,4,9,2
1,1,60,40,17,14,8,4,14,7,1,1,3,5
2,2,59,41,22,13,5,6,13,14,1,2,10,9
1,1,55,45,28,13,9,7,11,12,1,2,7,3
2,0,66,34,16,5,10,0,13,7,3,1,10,2
3,0,38,62,14,17,8,6,15,7,2,1,5,5
0,0,34,66,5,15,0,3,15,10,2,1,4,8
1,2,61,39,13,11,2,4,13,12,0,1,1,4
3,2,44,56,12,13,4,4,12,11,1,1,5,3
3,1,46,54,18,7,7,4,11,17,2,2,4,2
2,0,71,29,16,8,7,1,14,14,3,0,2,6
2,2,52,48,26,10,11,4,10,10,2,1,9,2
4,0,71,29,22,2,9,1,10,10,2,0,9,1
1,3,49,51,14,16,3,5,14,8,1,1,5,4
0,1,50,50,11,14,4,7,10,11,2,1,3,8
1,2,38,62,14,19,4,5,12,16,3,2,6,6
1,0,47,53,9,7,2,1,8,7,5,1,4,5
1,0,56,44,10,8,3,3,14,15,3,3,5,0
1,1,49,51,20,17,7,5,9,10,3,4,8,4
1,1,65,35,16,11,5,3,9,9,1,1,12,2
1,0,55,45,9,5,2,3,11,6,1,1,5,1
3,0,50,50,11,4,7,1,14,14,4,1,3,2
1,2,47,53,13,10,2,2,17,5,3,2,4,4
2,2,59,41,17,13,6,5,11,14,0,3,4,5
1,3,47,53,14,10,5,7,8,7,0,1,9,8
2,0,45,55,9,6,4,1,11,18,1,4,10,2
1,2,63,37,17,11,4,2,8,11,3,3,7,3
1,0,35,65,14,9,3,3,10,11,7,2,6,3
2,2,65,35,22,11,4,3,10,8,1,4,11,3
3,2,39,61,7,13,5,5,21,15,2,1,2,3
2,1,55,45,11,5,3,1,7,15,2,2,11,0
1,2,35,65,7,16,2,4,10,11,5,2,7,8
4,0,67,33,37,3,13,0,8,11,2,1,9,1
1,1,43,57,5,9,3,5,13,8,2,3,5,3
1,0,58,42,13,9,3,1,9,11,1,4,3,4
1,0,53,47,9,13,3,4,11,9,0,2,5,6
2,1,57,43,34,10,15,4,11,14,3,3,7,7
2,1,72,28,24,7,6,3,9,10,5,2,11,1
0,6,39,61,6,11,1,9,10,9,0,1,0,6
2,1,34,66,21,12,5,6,7,15,2,6,6,8
5,1,55,45,14,10,7,3,11,16,2,0,8,5
0,1,54,46,13,14,2,5,10,12,0,2,5,4
1,3,66,34,11,11,2,6,7,18,1,2,9,2
1,2,46,54,19,6,4,3,12,17,4,1,7,1
1,2,54,46,15,10,5,4,16,14,6,0,8,3
0,1,76,24,33,5,6,1,10,12,1,2,14,1
2,2,48,52,13,11,3,6,16,11,3,8,3,3
0,2,51,49,17,10,4,5,6,8,3,6,7,3
1,1,58,42,18,12,3,2,11,14,1,0,9,5
0,3,65,35,12,14,3,6,11,8,1,1,6,4
1,1,49,51,16,17,5,7,6,9,1,1,10,11
2,0,48,52,10,13,2,5,10,11,1,5,2,11
2,2,71,29,16,7,5,2,4,12,3,2,7,2
1,0,66,34,25,3,8,0,12,9,2,3,15,1
1,0,69,31,19,7,7,0,12,12,1,2,8,4
1,0,35,65,8,18,2,2,17,10,0,3,4,5
3,0,56,44,18,7,7,3,8,15,0,1,3,3
3,0,47,53,15,10,5,0,13,13,3,1,2,5
0,0,45,55,12,12,3,4,10,13,0,2,7,7
2,0,36,64,13,14,6,1,6,7,3,2,3,12
0,1,50,50,11,7,3,2,6,15,4,2,8,4
0,0,67,33,22,14,11,3,11,19,0,2,13,3
0,3,46,54,11,17,3,6,8,9,5,0,6,8
0,0,39,61,4,15,0,4,7,13,1,1,3,6
1,1,43,57,10,15,5,5,5,9,2,1,3,4
0,1,47,53,9,12,1,6,14,13,1,7,6,7
4,5,48,52,6,13,5,7,10,14,1,4,3,3
2,2,47,53,10,16,3,3,11,15,1,1,5,2
2,1,51,49,13,11,5,2,10,12,1,1,2,7
0,1,55,45,8,7,1,2,11,8,2,1,4,4
3,0,45,55,15,3,5,2,10,13,1,0,8,4
1,2,60,40,20,7,2,5,5,12,2,0,7,1
1,3,36,64,11,24,3,11,11,12,0,2,3,10
0,0,45,55,14,8,6,3,16,10,9,0,6,6
4,0,53,47,17,9,4,3,10,11,0,1,5,6
1,1,56,44,14,12,5,5,13,15,1,4,3,4
0,1,53,47,19,7,4,1,6,18,3,0,5,4
3,0,45,55,15,10,8,3,8,13,1,4,5,3
4,1,67,33,26,5,11,2,8,13,1,3,11,3
1,0,57,43,10,13,2,2,8,11,5,0,6,3
3,0,56,44,9,10,5,0,10,11,2,4,1,3
2,1,51,49,23,10,10,3,9,4,2,1,4,3
0,1,62,38,21,10,5,2,13,10,2,2,16,8
0,0,55,45,22,7,5,2,5,6,3,4,12,5
3,3,54,46,14,12,6,4,10,12,3,1,5,3
3,1,64,36,14,5,4,2,5,8,2,1,7,3
2,0,51,49,15,4,7,1,9,11,4,3,9,1
2,2,61,39,14,13,2,5,13,8,1,1,7,7
3,3,59,41,22,14,6,5,9,7,4,5,9,3
1,0,51,49,13,9,3,1,15,9,2,5,9,0
2,4,51,49,10,7,5,4,9,12,2,2,8,6
1,3,49,51,11,10,4,5,8,5,0,4,4,7
3,1,45,55,13,8,5,3,8,13,2,2,3,3
0,3,40,60,8,10,4,4,12,15,0,0,5,7
1,2,48,52,12,16,4,5,6,10,0,1,4,5
1,0,51,49,15,15,3,6,10,9,2,0,7,4
1,0,42,58,10,10,1,4,9,7,2,2,4,9
2,1,46,54,17,10,5,3,7,15,1,1,4,6
2,1,55,45,19,9,6,4,14,10,1,1,4,2
1,1,41,59,12,19,3,4,8,11,3,1,4,4
2,0,48,52,9,6,4,3,10,21,2,0,3,8
2,0,51,49,12,10,6,3,7,8,1,1,9,3
0,0,67,33,12,8,2,3,16,6,2,0,5,3
0,1,42,58,8,17,3,6,8,16,1,0,6,4
0,0,39,61,11,21,4,5,11,8,2,1,1,13
1,0,52,48,22,7,5,2,7,13,2,1,18,6
2,1,49,51,13,14,5,3,6,12,1,2,4,7
3,4,51,49,15,8,3,5,10,12,2,5,6,2
1,2,37,63,9,10,1,3,11,13,2,1,5,3
4,0,35,65,14,8,5,5,10,9,6,1,3,4
0,0,55,45,10,8,4,1,10,13,2,1,8,9
0,1,41,59,10,20,1,7,16,12,0,3,3,7
1,0,65,35,26,7,5,3,11,8,5,1,7,6
2,0,41,59,13,11,3,6,13,16,3,1,1,12
3,0,60,40,15,11,10,3,4,13,3,8,9,4
2,2,62,38,17,12,2,2,7,15,2,1,9,4
1,0,55,45,7,9,2,3,10,13,1,2,0,7
1,1,59,41,15,10,8,4,14,13,3,1,9,6
1,1,47,53,8,10,4,7,9,14,0,0,3,7
1,2,33,67,7,16,2,6,12,9,0,3,4,8
1,2,58,42,26,12,5,3,6,12,0,1,7,3
2,3,67,33,13,10,5,5,6,14,2,2,10,2
3,0,35,65,6,12,5,4,6,9,1,10,7,9
2,1,37,63,8,20,5,6,5,16,3,1,4,8
1,2,69,31,11,6,2,4,4,10,2,1,11,0
3,1,67,33,17,11,7,3,12,12,0,3,2,2
0,2,51,49,11,12,4,5,18,9,5,2,4,7
0,0,73,27,22,11,2,2,6,9,4,2,8,9
0,2,46,54,18,8,2,4,8,7,2,5,5,5
2,1,34,66,9,11,5,4,16,8,0,2,1,8
1,1,41,59,9,15,2,3,9,6,1,1,5,4
2,1,43,57,11,11,5,5,12,12,1,2,5,7
1,2,58,42,20,8,8,4,13,14,2,4,6,2
1,0,44,56,12,15,5,3,11,13,3,0,8,5
0,0,47,53,24,12,10,3,7,9,1,0,11,7
2,1,53,47,13,13,5,7,13,15,3,6,5,5
0,1,49,51,14,13,2,8,6,9,3,2,8,3
2,2,70,30,28,4,8,2,7,10,1,1,4,4
1,1,63,37,23,9,5,2,4,9,3,0,10,4
0,1,63,37,19,15,6,5,10,13,2,1,11,4
1,1,62,38,19,14,4,5,4,11,0,3,13,6
0,3,59,41,10,16,2,5,3,19,2,2,3,8
2,0,40,60,6,10,1,1,6,10,1,2,2,7
2,0,46,54,7,11,4,4,9,10,3,0,1,6
2,0,50,50,14,7,7,1,11,10,4,5,4,1
3,1,72,28,16,11,7,4,7,11,1,1,3,2
1,1,35,65,11,9,4,3,13,10,2,1,3,6
0,0,63,37,21,9,1,2,10,13,2,1,6,2
1,1,37,63,7,12,2,3,8,6,3,2,3,6
0,0,58,42,9,5,4,1,14,9,2,4,4,4
3,3,57,43,19,11,10,6,6,6,2,0,10,5
1,1,31,69,7,10,3,2,5,7,3,1,1,8
5,1,54,46,19,7,8,2,7,13,3,1,7,5
3,1,46,54,16,12,9,8,14,11,2,6,6,4
2,0,48,52,18,7,5,3,4,10,0,3,9,5
1,0,54,46,10,9,2,0,12,6,0,1,8,7
2,3,65,35,12,14,6,6,6,13,3,0,10,10
1,1,61,39,17,7,6,3,15,16,0,2,5,2
2,1,27,73,4,11,1,3,14,10,5,1,3,5
4,0,60,40,16,10,9,3,6,9,1,4,2,3
2,2,43,57,11,16,4,4,8,9,0,5,4,5
1,4,58,42,11,14,3,9,5,13,1,5,11,5
1,2,44,56,10,13,5,6,6,12,1,5,4,10
1,0,64,36,21,4,7,2,4,12,6,3,6,5
0,1,58,42,15,16,1,4,8,8,0,2,7,3
0,1,67,33,19,12,7,4,18,11,1,3,11,2
4,1,56,44,22,10,12,4,13,9,3,3,7,6
1,0,37,63,8,19,2,4,13,10,3,1,1,9
1,2,64,36,22,9,4,4,7,6,1,2,14,6
1,1,51,49,16,13,5,4,11,12,2,1,3,5
0,1,67,33,20,2,5,1,9,11,4,3,16,0
0,1,36,64,9,14,3,5,10,11,2,5,3,7
1,0,33,67,9,8,5,0,12,7,3,2,5,2
1,1,55,45,10,14,4,4,12,17,1,3,7,6
2,1,41,59,12,8,6,4,11,10,4,1,4,2
2,0,68,32,13,4,3,0,11,10,1,0,5,2
0,3,54,46,7,14,3,5,12,7,5,1,4,4
3,1,61,39,17,13,6,2,6,15,3,1,4,3
2,0,48,52,11,16,2,2,5,5,1,1,4,6
2,3,48,52,14,13,6,5,3,11,2,1,6,4
1,3,43,57,8,16,2,7,9,21,3,2,1,7
0,0,45,55,10,5,5,1,12,15,0,1,7,3
2,1,71,29,21,5,5,3,4,13,4,0,12,4
0,0,52,48,15,9,6,2,6,16,4,5,11,4
6,2,67,33,15,17,8,9,6,5,3,2,6,1
2,0,51,49,20,8,5,3,16,12,3,3,7,2
2,1,45,55,12,9,5,4,10,12,4,5,7,4
1,0,48,52,12,9,3,4,7,11,2,3,3,2
2,1,56,44,20,10,5,5,11,14,0,2,7,5
0,0,59,41,6,6,1,1,17,13,0,0,6,4
3,0,40,60,9,21,3,8,12,10,0,1,1,10
1,1,60,40,15,8,2,3,8,11,4,2,10,7
1,2,48,52,9,10,3,4,10,8,0,4,4,6
1,5,46,54,11,14,3,9,8,15,3,5,4,5
0,2,66,34,11,13,0,3,10,18,8,0,11,5
0,1,61,39,16,7,3,4,11,6,4,0,13,3
0,3,33,67,8,17,1,6,11,12,1,4,3,9
2,0,49,51,9,10,3,1,22,17,1,0,4,4
5,1,54,46,16,5,11,1,11,5,2,1,1,7
2,2,51,49,13,27,6,7,16,10,1,0,6,7
