Home_Goals,Away_Goals,Home_Pos,Away_Pos,Home_Shots,Away_Shots,Home_Shots_On,Away_Shots_On,Home_Fouls,Away_Fouls,Home_Off,Away_Off,Home_Corners,Away_Corners
0,0,48,52,13,12,4,3,15,11,2,5,8,6
0,3,47,53,12,10,3,7,12,14,0,1,5,3
6,2,44,56,11,18,6,6,10,10,3,1,3,7
0,1,54,46,14,9,2,2,6,14,1,2,1,2
1,0,56,44,9,9,2,2,12,13,2,5,1,5
1,3,38,62,6,24,1,4,9,11,2,4,1,9
1,2,66,34,17,16,2,5,4,4,2,1,17,8
1,1,51,49,14,13,4,4,10,19,1,0,5,11
3,0,38,62,12,9,5,5,8,17,2,3,3,6
6,1,64,36,23,6,11,4,13,8,1,3,7,3
0,1,56,44,13,12,2,5,12,12,2,2,9,5
2,2,46,54,11,19,2,11,8,19,1,0,5,6
1,1,54,46,12,11,6,2,8,13,4,1,5,3
2,0,60,40,21,7,8,2,14,13,3,1,8,3
2,2,44,56,12,20,3,6,14,11,2,2,1,8
2,5,42,58,16,27,7,12,9,12,0,2,6,5
3,2,62,38,21,10,12,4,8,13,3,1,11,1
2,1,44,56,8,12,5,6,13,11,2,4,3,7
2,2,35,65,11,16,5,4,12,15,1,3,4,6
0,1,55,45,15,16,2,3,17,22,0,0,6,4
2,3,46,54,9,12,4,4,9,8,3,2,6,4
4,1,46,54,15,22,8,8,17,6,5,3,5,9
2,2,43,57,19,16,7,7,7,17,3,0,7,5
3,0,66,34,12,9,7,4,12,17,0,0,5,2
2,0,63,37,22,9,6,2,12,11,0,3,5,5
1,0,57,43,21,12,6,4,9,11,3,3,6,5
0,0,48,52,12,17,3,2,12,11,3,1,2,4
2,2,54,46,11,12,4,5,7,12,3,1,4,4
2,3,41,59,15,10,8,3,6,13,1,3,5,5
1,1,59,41,23,7,7,2,4,13,3,1,6,2
2,0,53,47,15,9,5,2,14,15,2,4,7,3
1,2,58,42,15,13,5,4,8,12,4,1,5,5
0,1,60,40,13,10,3,6,10,11,2,1,2,7
1,2,71,29,27,6,8,3,10,7,2,2,16,3
3,2,49,51,21,11,6,4,8,13,1,1,4,5
3,1,48,52,12,7,4,2,10,11,0,2,4,4
3,1,39,61,14,15,9,2,12,12,0,2,7,14
3,1,56,44,9,8,3,4,6,11,2,2,4,4
0,1,42,58,10,21,2,7,13,13,5,0,4,4
2,0,39,61,17,14,3,4,8,11,0,2,6,7
0,0,35,65,8,15,1,4,5,5,1,2,4,5
2,0,68,32,29,8,12,3,6,13,3,3,13,1
1,0,39,61,17,8,6,3,11,14,0,6,1,3
0,1,44,56,12,15,2,4,11,12,2,0,6,8
0,1,26,74,1,22,0,9,15,8,2,2,0,9
1,2,64,36,26,13,9,5,9,15,0,2,7,7
0,0,50,50,20,8,6,3,20,9,3,1,6,2
2,1,35,65,9,11,4,4,6,15,3,1,0,1
3,0,61,39,23,6,8,1,4,12,2,0,6,4
2,2,62,38,21,7,6,3,10,14,0,1,5,4
2,0,59,41,18,7,5,0,9,12,1,1,9,3
0,1,49,51,13,15,5,5,4,9,2,3,6,5
0,3,63,37,13,12,1,5,17,12,1,0,5,7
2,1,50,50,16,11,6,2,12,15,4,0,6,4
3,4,46,54,10,15,4,7,8,11,3,1,5,4
2,3,44,56,15,15,6,5,9,12,2,1,8,7
0,0,66,34,19,15,5,8,2,13,5,4,7,8
0,2,46,54,10,16,1,9,5,7,3,2,8,7
0,0,69,31,20,7,8,0,15,11,4,2,11,5
0,0,52,48,13,14,0,4,10,11,4,2,5,2
1,1,43,57,20,6,7,1,16,5,2,4,9,0
1,1,39,61,10,20,2,9,16,9,4,2,3,4
1,1,35,65,13,19,2,6,7,14,1,0,2,7
1,2,41,59,11,20,4,7,14,12,3,2,6,6
1,0,55,45,18,13,2,2,11,18,1,0,6,8
3,0,49,51,18,10,8,3,19,13,1,3,5,1
0,3,54,46,17,10,4,4,11,10,1,2,9,9
1,2,70,30,10,10,3,5,11,12,1,1,8,4
0,1,46,54,5,9,1,2,14,10,4,3,3,5
2,0,66,34,19,4,6,2,11,8,3,1,4,4
1,3,44,56,6,18,2,6,7,7,2,1,6,6
2,2,53,47,13,15,7,7,15,11,3,3,4,3
0,0,64,36,16,6,5,0,13,10,0,0,2,4
0,1,58,42,11,7,2,3,13,13,0,0,6,3
1,3,63,37,17,11,6,7,14,20,4,2,1,4
0,3,31,69,9,20,2,7,12,9,2,0,6,6
2,2,56,44,9,14,4,4,9,12,0,3,6,6
4,2,44,56,20,11,8,5,13,17,0,1,6,3
2,2,52,48,11,17,3,10,15,16,2,4,4,8
1,0,50,50,9,9,1,4,12,12,1,2,1,2
2,2,67,33,10,11,5,5,7,13,4,1,8,2
0,2,62,38,22,8,6,4,12,9,3,1,5,4
1,1,49,51,20,10,4,4,11,10,5,1,9,1
2,0,59,41,9,6,2,1,16,10,0,1,3,6
3,1,49,51,17,22,9,7,10,15,0,1,4,6
0,5,33,67,6,15,3,9,12,10,0,2,4,5
3,0,74,26,25,9,10,3,13,8,1,0,3,3
0,1,61,39,15,14,6,3,12,10,3,2,4,10
5,1,70,30,28,7,8,3,8,15,0,1,11,1
1,7,35,65,10,19,4,14,14,5,2,0,2,3
2,1,65,35,12,16,2,5,8,10,1,0,7,4
1,2,45,55,9,14,1,4,11,14,0,3,2,5
1,4,33,67,10,10,4,6,13,7,3,2,7,6
2,1,55,45,18,14,6,3,6,11,3,5,7,1
0,1,32,68,7,24,2,5,13,8,3,1,5,8
4,0,30,70,12,9,4,0,13,14,3,1,3,7
2,1,66,34,17,9,5,4,12,16,0,0,9,3
0,4,33,67,10,26,3,11,5,10,3,3,4,6
2,1,60,40,14,8,7,2,14,15,2,1,8,3
1,2,42,58,14,14,3,4,19,11,2,0,6,3
0,2,53,47,13,3,4,3,13,6,2,1,8,4
1,0,62,38,15,14,6,2,7,11,2,1,9,8
5,0,69,31,26,5,12,2,12,8,2,0,9,3
1,0,38,62,9,9,4,2,5,13,0,0,9,5
2,0,50,50,9,10,4,4,14,10,2,4,5,9
3,0,57,43,21,2,7,1,8,21,0,2,8,1
0,0,65,35,17,4,8,0,9,4,1,3,3,6
2,2,58,42,12,14,2,3,10,15,1,2,0,7
0,2,59,41,16,12,6,5,10,8,0,4,7,4
1,0,32,68,13,11,5,5,8,9,3,0,3,7
3,0,42,58,11,14,5,7,8,10,5,4,10,1
2,2,55,45,14,11,4,3,9,14,3,1,5,8
2,0,51,49,20,12,11,4,7,15,2,5,14,5
0,1,41,59,17,15,5,7,13,9,4,1,6,5
0,2,63,37,15,9,5,3,11,12,2,1,14,4
0,3,49,51,12,11,3,5,13,11,2,1,2,4
0,0,52,48,11,9,2,1,9,13,2,1,6,6
0,1,55,45,16,6,4,1,14,9,1,1,5,6
0,1,40,60,9,12,2,8,11,9,6,0,3,5
1,1,55,45,12,12,6,4,11,13,1,2,5,2
0,0,57,43,19,12,4,4,12,3,2,4,5,3
1,2,72,28,14,7,1,3,8,10,0,3,4,3
0,0,41,59,15,4,3,0,9,15,1,2,8,4
0,2,46,54,8,12,0,6,17,16,3,1,3,3
4,0,68,32,21,5,10,2,4,14,2,2,4,3
4,2,48,52,17,12,7,4,13,9,0,2,6,7
2,0,45,55,10,9,6,3,5,14,1,1,11,4
2,0,62,38,36,6,13,2,15,10,2,3,17,3
1,6,37,63,12,26,5,12,11,8,4,2,4,4
2,0,34,66,8,14,3,2,10,11,2,2,4,7
3,1,71,29,21,5,10,2,8,11,2,1,7,1
1,2,35,65,13,12,5,4,11,16,3,0,2,4
4,0,69,31,24,5,14,1,8,10,3,2,13,1
3,1,63,37,29,13,7,6,15,14,3,0,6,7
2,0,46,54,9,5,3,0,16,20,1,1,1,3
3,1,45,55,14,14,4,3,12,5,4,3,3,7
2,2,58,42,15,6,4,2,10,16,0,0,8,5
0,1,36,64,7,15,2,2,15,9,6,2,4,4
0,3,41,59,8,18,1,5,9,8,0,0,4,8
1,0,53,47,15,13,7,4,8,13,4,2,6,2
2,2,48,52,14,7,4,3,14,10,2,0,7,1
3,0,28,72,17,11,6,3,11,10,5,2,5,8
0,0,57,43,13,7,5,2,9,12,2,2,4,3
1,3,51,49,11,15,1,5,7,11,0,1,4,4
3,1,67,33,23,7,7,1,6,8,1,2,7,3
4,2,60,40,12,6,7,4,8,15,0,0,4,6
1,2,44,56,9,15,4,4,7,11,7,2,5,8
0,1,42,58,17,10,6,3,12,12,1,0,7,3
1,0,46,54,14,5,6,1,12,12,2,0,4,3
4,0,59,41,19,8,6,2,12,12,1,1,7,5
2,2,66,34,20,8,8,2,11,8,2,0,7,2
3,1,61,39,25,17,9,3,16,11,1,1,11,12
2,1,39,61,10,17,4,7,10,14,1,0,2,9
1,1,62,38,18,11,3,4,10,18,3,3,6,5
4,2,48,52,17,12,5,4,13,12,1,1,8,4
1,0,48,52,7,15,3,2,9,16,4,3,3,5
2,0,55,45,19,15,8,3,12,13,1,3,5,6
1,3,28,72,4,18,1,8,7,8,3,4,5,7
2,0,56,44,9,18,2,2,11,14,1,0,5,6
3,0,66,34,21,7,8,2,11,5,2,3,5,0
0,0,61,39,14,12,4,3,14,8,4,1,6,3
1,2,73,27,24,8,11,3,12,14,4,2,9,3
3,1,51,49,10,9,6,4,17,10,1,1,2,3
2,2,44,56,8,14,3,5,8,15,5,6,3,8
0,0,56,44,15,8,3,1,9,16,1,0,11,3
2,0,48,52,23,10,10,2,7,11,1,4,10,4
1,0,57,43,23,11,10,3,12,8,1,0,13,9
0,2,39,61,13,19,2,7,9,6,5,1,3,7
0,0,75,25,18,3,3,1,15,13,0,0,6,1
2,1,46,54,7,12,3,4,16,9,2,1,5,5
3,1,23,77,12,11,8,2,5,6,2,1,4,5
0,0,44,56,14,16,5,3,14,7,0,1,3,5
1,2,36,64,5,20,1,7,16,11,3,2,5,11
4,0,51,49,14,6,8,0,9,7,4,0,5,8
2,3,59,41,20,11,7,5,10,14,2,0,6,5
1,1,59,41,13,13,3,4,14,7,6,2,9,8
1,3,64,36,10,14,3,6,9,8,0,1,8,3
2,1,50,50,12,8,6,3,12,13,2,7,5,1
2,0,48,52,12,10,6,1,10,9,2,1,2,4
1,0,43,57,7,6,0,2,8,15,1,1,3,2
1,0,69,31,12,7,5,3,9,13,8,6,12,1
2,0,20,80,3,26,2,5,14,5,3,0,1,12
0,0,53,47,17,11,6,1,7,10,0,3,7,3
0,0,65,35,12,5,1,2,8,11,1,1,8,1
1,0,49,51,6,10,2,4,15,11,1,6,3,5
2,1,50,50,15,11,7,3,14,5,7,3,2,7
0,1,31,69,6,18,1,4,13,15,1,0,2,11
4,3,47,53,24,9,9,3,7,12,4,2,8,3
3,0,63,37,16,5,5,2,8,12,0,0,4,6
3,2,51,49,22,16,9,7,20,15,0,0,5,6
3,1,53,47,18,7,7,3,8,15,5,3,9,3
1,1,69,31,20,3,7,1,9,11,3,0,15,2
3,2,71,29,24,6,9,4,7,13,1,1,10,2
1,2,52,48,11,9,2,4,8,8,1,1,6,4
0,2,51,49,11,10,1,4,8,12,0,0,5,5
3,2,51,49,20,8,7,4,9,14,2,4,7,2
3,1,49,51,17,10,5,4,12,13,1,0,10,4
0,2,29,71,11,14,3,7,11,4,4,3,6,4
2,0,55,45,13,8,8,2,16,20,1,4,6,1
3,4,38,62,16,20,4,11,16,9,2,2,6,5
0,2,47,53,14,11,3,4,8,5,2,1,5,5
2,1,32,68,13,12,4,4,12,5,4,0,8,6
1,1,67,33,15,11,1,3,8,13,0,6,6,3
3,1,31,69,14,17,8,7,8,5,3,2,5,12
0,0,69,31,19,3,6,1,10,8,2,1,7,4
1,0,46,54,15,11,3,4,13,15,2,0,4,2
4,0,64,36,21,5,9,3,11,14,1,2,8,5
2,0,64,36,20,10,8,1,10,16,1,0,10,6
3,1,66,34,16,3,5,2,11,14,1,0,8,1
1,1,36,64,9,13,1,2,18,14,2,2,4,6
1,1,28,72,7,13,4,2,12,11,3,0,1,1
1,0,57,43,7,6,4,1,10,14,3,2,5,5
0,0,46,54,9,7,3,3,14,9,0,2,5,2
2,0,49,51,17,9,7,4,12,9,4,0,3,8
0,2,38,62,5,17,1,5,8,11,2,2,3,7
0,4,46,54,6,15,1,8,12,15,1,2,6,2
2,0,51,49,17,7,9,2,14,14,2,1,10,3
2,0,58,42,22,9,11,3,10,12,5,0,5,1
2,2,65,35,16,8,4,3,7,14,3,1,7,5
3,1,42,58,13,9,6,5,14,8,4,3,10,13
6,3,46,54,15,18,10,8,14,4,4,0,4,8
2,1,60,40,16,11,7,7,12,10,2,4,3,6
2,0,28,72,7,22,4,5,9,12,2,1,1,15
0,3,32,68,11,16,1,9,12,13,1,2,10,3
1,0,65,35,17,8,5,0,8,11,5,1,11,2
1,0,38,62,15,12,4,2,6,13,3,2,5,6
0,4,66,34,21,10,9,7,9,8,1,1,7,1
2,1,69,31,17,4,5,2,9,13,4,0,10,3
1,3,55,45,21,6,7,4,12,15,2,3,3,2
1,1,62,38,7,8,3,2,13,8,5,3,3,3
1,1,47,53,14,14,7,5,21,12,1,3,5,5
0,0,67,33,16,6,6,2,20,16,6,1,7,1
0,2,65,35,10,11,2,4,14,23,1,0,2,3
1,0,60,40,24,13,3,5,4,8,1,4,10,2
0,4,30,70,6,11,1,4,11,14,6,3,2,4
2,1,43,57,12,10,5,2,10,19,1,1,5,4
0,0,28,72,3,14,1,3,9,13,2,3,2,12
1,2,73,27,20,10,5,6,12,15,2,1,9,5
1,1,62,38,11,15,3,5,12,13,0,2,4,3
2,1,70,30,24,13,8,7,12,11,2,0,10,4
2,0,53,47,9,9,5,4,12,10,1,1,9,7
3,0,60,40,20,11,7,2,8,10,3,1,7,2
1,1,35,65,6,25,1,8,13,12,0,6,1,7
2,0,44,56,14,9,5,3,15,12,2,1,1,4
2,3,74,26,16,6,5,3,7,7,2,1,6,3
2,2,55,45,17,6,7,2,10,7,3,5,5,4
2,2,63,37,15,10,5,3,6,16,3,2,9,4
1,3,61,39,11,13,2,5,7,14,2,0,7,5
0,4,43,57,12,14,3,6,12,8,2,0,3,2
3,1,43,57,12,8,2,6,9,11,1,2,4,5
0,3,35,65,7,8,2,3,8,9,2,1,3,5
3,0,44,56,14,10,3,1,10,14,1,1,2,2
1,1,56,44,9,13,3,4,17,13,4,2,5,7
4,0,29,71,6,13,4,5,17,7,4,4,3,6
0,0,46,54,12,5,5,1,15,15,2,3,3,1
1,0,41,59,9,20,3,5,14,14,0,2,2,7
1,3,51,49,13,14,3,6,16,11,5,1,5,2
4,0,73,27,21,3,11,0,11,12,1,1,8,0
3,3,40,60,13,14,6,4,10,12,2,3,4,7
2,1,55,45,14,11,3,3,11,11,3,3,8,8
2,0,45,55,9,11,2,2,9,8,2,4,1,6
3,1,41,59,8,17,5,6,5,4,0,0,7,9
0,0,62,38,9,10,1,4,10,9,0,0,2,2
2,2,29,71,10,21,5,15,10,10,3,3,2,5
0,2,36,64,8,13,2,6,9,13,0,5,2,1
3,0,54,46,17,12,6,3,5,14,4,2,10,8
1,2,47,53,7,11,3,4,13,14,1,1,4,5
2,0,54,46,16,9,5,2,10,15,3,0,7,6
0,3,45,55,14,11,5,6,14,9,1,2,4,3
2,0,64,36,22,7,7,4,9,7,2,3,8,4
2,2,43,57,13,20,4,7,10,13,4,0,5,5
1,0,43,57,5,9,1,2,12,12,2,2,4,6
2,1,65,35,32,9,12,2,9,14,5,0,12,2
4,2,60,40,18,5,7,2,12,10,2,2,8,3
1,4,34,66,6,19,2,6,11,6,5,3,0,3
1,2,68,32,10,7,1,3,13,17,1,1,8,3
1,0,40,60,12,24,4,5,11,8,3,2,7,7
3,0,44,56,14,7,4,3,13,14,1,1,5,5
1,1,56,44,9,10,3,4,18,17,0,1,7,3
0,2,42,58,7,8,2,3,14,7,3,3,3,4
0,3,33,67,10,16,3,6,11,14,2,1,4,7
1,0,46,54,6,8,4,2,17,18,3,4,7,3
4,1,64,36,20,6,6,2,9,6,0,2,8,2
3,1,62,38,26,9,9,4,6,9,4,2,6,5
1,4,34,66,9,17,2,5,7,16,2,0,2,10
1,0,76,24,26,3,11,1,12,7,0,4,6,5
1,4,56,44,14,14,7,7,10,12,2,1,8,4
2,1,61,39,14,6,5,1,9,13,4,1,8,1
2,1,60,40,30,5,9,2,10,11,0,2,11,2
0,1,53,47,6,13,2,6,12,15,1,2,5,3
2,2,65,35,16,14,7,8,9,12,3,0,9,9
0,1,32,68,6,11,1,4,13,9,1,1,1,6
0,2,42,58,10,10,1,5,9,13,3,2,2,3
1,3,47,53,10,14,5,8,6,12,0,2,7,4
3,0,43,57,10,14,4,2,10,11,0,3,3,8
1,0,43,57,11,10,2,4,10,9,2,2,4,11
3,0,63,37,27,10,9,5,6,14,2,4,5,5
0,0,28,72,5,15,3,4,9,10,1,2,3,11
2,0,63,37,13,5,7,2,16,20,3,3,5,2
2,1,41,59,14,9,4,3,10,10,1,2,8,3
1,2,39,61,6,16,3,6,16,10,0,1,1,8
1,0,63,37,9,12,3,4,5,15,4,2,4,11
0,3,37,63,8,15,3,4,11,14,1,4,5,2
3,2,31,69,15,18,7,4,14,18,5,0,4,11
3,3,57,43,15,15,6,6,16,14,2,0,4,7
3,2,47,53,11,11,6,4,11,16,3,3,2,4
4,2,22,78,11,19,6,4,10,7,0,3,3,11
1,0,55,45,14,6,3,2,14,12,3,2,4,2
3,1,64,36,21,12,6,5,9,6,3,3,7,7
3,0,62,38,14,11,5,2,10,8,1,2,7,4
1,0,40,60,14,12,5,4,19,17,1,0,3,8
2,2,67,33,19,8,3,3,7,8,5,2,11,4
1,5,50,50,10,19,3,10,10,11,0,2,3,2
2,0,56,44,10,14,4,4,7,13,3,5,4,9
1,3,61,39,14,10,5,4,14,9,2,1,9,2
1,0,61,39,16,6,4,2,6,10,3,2,13,7
2,1,53,47,22,17,6,5,8,12,1,3,3,4
4,3,40,60,12,10,8,3,9,17,1,1,4,9
1,1,45,55,13,10,6,2,13,11,3,4,6,3
3,0,42,58,9,17,4,3,11,13,0,0,4,9
5,0,60,40,28,1,15,0,11,17,3,4,5,0
3,1,40,60,11,17,3,5,12,8,1,2,3,4
3,1,51,49,16,9,3,3,12,13,1,4,3,10
5,4,56,44,18,12,9,4,12,24,2,0,10,6
1,0,53,47,17,13,7,1,11,15,0,0,5,2
1,2,33,67,10,21,5,5,8,15,4,3,5,8
2,2,41,59,11,6,3,2,15,12,3,1,2,3
0,1,50,50,11,14,2,1,24,14,1,6,3,3
2,0,77,23,27,6,7,1,5,9,0,1,9,4
2,1,46,54,9,12,5,6,13,16,3,3,3,8
1,1,53,47,10,11,4,2,7,10,1,0,2,6
1,1,68,32,17,6,8,2,16,16,4,2,8,4
1,1,45,55,12,5,5,1,14,11,3,0,10,4
0,1,51,49,14,8,6,2,17,10,2,3,3,4
0,1,42,58,12,13,1,3,13,10,0,1,2,3
3,0,41,59,11,17,4,7,9,8,1,1,3,8
2,1,46,54,10,11,3,2,12,18,1,0,4,6
0,0,35,65,3,15,0,2,8,11,2,2,1,8
1,2,38,62,8,10,2,4,12,15,1,1,2,7
1,1,63,37,14,6,6,3,13,12,1,4,10,3
3,2,67,33,14,11,6,3,13,16,2,6,4,5
3,2,38,62,14,16,7,5,11,12,3,3,4,7
5,0,60,40,21,1,9,0,5,16,2,1,4,2
1,3,37,63,6,9,1,3,9,16,0,1,2,0
1,1,71,29,25,5,7,3,7,15,5,2,8,2
2,1,34,66,6,19,2,7,13,15,1,1,1,10
1,1,58,42,9,12,2,4,11,10,4,1,6,4
1,2,70,30,22,9,7,4,14,17,1,2,12,2
1,1,46,54,15,10,2,3,11,17,7,1,7,2
6,1,60,40,28,11,17,8,14,10,1,2,6,3
1,2,59,41,5,11,2,5,8,8,4,0,5,6
1,4,34,66,3,21,1,7,9,13,6,1,0,8
2,0,40,60,11,18,3,3,7,7,0,0,4,9
0,0,72,28,38,7,11,1,12,9,0,2,19,1
0,2,55,45,10,13,1,7,13,16,2,0,7,3
1,0,54,46,23,8,0,2,13,8,0,2,7,2
1,1,64,36,22,6,5,1,11,20,2,1,8,1
2,4,45,55,7,17,6,10,15,5,4,1,3,3
0,4,30,70,9,21,1,8,17,10,3,3,1,7
2,0,49,51,17,13,6,3,15,12,2,1,8,8
3,1,45,55,16,23,4,7,10,8,1,3,8,8
4,0,44,56,14,16,6,5,7,17,2,3,5,7
0,0,75,25,10,11,6,4,6,13,5,2,8,3
1,1,65,35,14,6,3,2,11,10,1,4,10,3
0,2,49,51,9,12,2,6,16,8,1,0,5,7
1,0,64,36,20,10,3,2,10,13,3,1,6,2
0,0,38,62,8,16,1,4,10,15,1,3,7,4
2,1,67,33,21,7,7,1,9,13,3,3,3,2
3,1,65,35,34,6,14,1,11,10,0,1,8,4
1,1,73,27,19,3,8,2,7,9,0,6,13,1
6,1,49,51,22,11,10,4,8,14,0,0,5,4
3,0,55,45,16,5,6,0,6,12,0,1,8,5
0,0,65,35,9,7,3,1,14,20,2,5,3,1
2,0,57,43,17,11,6,1,10,13,2,2,6,4
3,2,49,51,16,13,6,6,7,10,9,2,5,6
1,1,28,72,8,20,4,8,14,10,1,3,5,8
0,1,64,36,10,4,3,2,15,10,0,1,4,6
0,1,55,45,12,12,3,4,12,13,1,1,7,6
0,1,33,67,10,18,1,3,2,3,4,0,2,6
2,2,48,52,17,11,7,2,17,12,0,2,4,5
0,2,41,59,8,22,2,9,13,15,1,0,5,7
1,1,57,43,13,10,3,2,16,11,3,1,10,9
1,2,41,59,8,18,3,6,11,9,1,2,3,10
2,0,42,58,13,12,7,6,20,10,8,5,4,3
1,1,40,60,19,9,2,3,13,12,5,2,4,5
0,0,38,62,9,11,1,5,9,9,1,2,3,6
1,1,67,33,24,7,9,6,14,9,1,1,13,2
1,1,56,44,7,17,2,7,7,13,2,1,6,5
3,0,49,51,14,9,5,2,9,11,5,2,9,1
2,3,45,55,11,21,4,4,15,12,3,2,3,5
1,0,53,47,12,13,1,2,10,14,1,2,5,3
5,1,74,26,32,2,12,1,8,8,0,1,13,2
4,1,67,33,16,10,7,3,9,12,4,1,8,6
1,3,42,58,13,18,5,4,15,9,1,2,2,7
0,3,45,55,13,18,1,9,9,14,0,0,7,2
1,2,42,58,6,19,2,5,14,9,0,3,2,10
2,0,43,57,13,12,4,2,11,15,5,0,7,6
1,1,56,44,12,9,2,3,9,13,1,1,6,6
1,4,39,61,6,24,2,9,9,12,3,2,2,4
4,0,64,36,20,6,11,2,8,11,1,2,5,5
3,0,59,41,14,7,6,2,10,9,2,4,7,1
1,2,53,47,12,13,4,5,6,13,6,2,6,4
3,1,40,60,10,15,5,2,14,19,0,2,5,7
3,1,52,48,11,7,6,0,5,15,4,3,6,3
4,1,56,44,14,11,8,4,15,9,2,3,10,5
1,0,74,26,31,6,9,2,7,16,0,0,14,1
1,0,53,47,19,9,6,3,14,9,5,1,7,1
4,2,30,70,8,23,6,5,14,6,1,1,2,6
2,2,45,55,6,28,2,7,17,9,0,3,1,11
1,2,58,42,12,12,4,4,5,9,3,1,6,6
0,3,33,67,11,20,2,9,11,8,0,1,5,5
1,1,39,61,13,11,2,3,13,3,0,3,5,9
4,1,62,38,17,12,11,3,4,8,3,1,1,7
1,2,40,60,14,18,3,6,15,10,3,3,4,4
2,1,57,43,17,11,2,5,10,8,0,2,6,1
0,4,40,60,16,20,2,8,13,18,2,0,11,8
1,0,63,37,12,12,5,2,9,11,1,1,10,5
1,3,45,55,14,10,6,7,18,15,1,2,3,2
1,1,59,41,24,10,5,3,15,10,5,2,10,4
3,0,60,40,22,6,10,0,6,9,1,2,9,5
1,1,49,51,11,13,4,3,11,17,2,6,5,5
0,1,38,62,8,29,2,9,9,6,0,1,1,7
0,0,41,59,13,7,2,2,12,11,1,3,5,4
1,0,55,45,21,8,9,1,14,11,3,1,9,2
1,1,64,36,16,5,7,2,15,8,4,2,5,5
2,1,52,48,13,9,6,3,14,10,3,1,4,6
3,1,67,33,22,9,5,2,5,10,3,3,5,4
0,0,39,61,8,13,1,4,11,7,1,2,2,7
1,0,47,53,16,8,2,5,15,15,1,1,1,6
2,1,64,36,10,11,3,1,12,16,3,3,11,1
1,2,38,62,6,13,2,4,20,10,1,2,0,5
1,0,57,43,20,10,5,2,19,9,2,0,11,3
1,2,34,66,11,13,4,7,16,10,0,1,7,4
0,2,57,43,23,12,3,4,7,10,0,5,8,3
1,4,42,58,8,12,3,6,12,13,3,1,7,7
1,2,47,53,18,8,5,3,11,14,2,0,8,1
2,0,43,57,12,13,5,1,11,8,2,2,4,0
2,1,50,50,14,18,5,5,8,17,1,0,5,3
3,4,51,49,9,16,5,7,13,17,4,3,5,4
1,3,47,53,9,11,3,7,7,10,3,4,4,2
1,1,46,54,12,12,2,1,18,14,1,2,9,6
2,1,77,23,16,7,4,3,11,14,1,2,9,6
0,1,47,53,10,17,3,9,10,14,3,2,7,4
1,1,42,58,12,13,6,4,10,14,5,0,5,6
1,1,64,36,24,5,6,1,8,12,1,0,6,2
0,1,62,38,14,13,4,3,12,15,0,2,3,6
2,1,62,38,16,7,6,3,16,16,1,1,7,1
